DOH_Reg_Office,Fac_County,Fac_ID,Fac_Type,Fac_Name,Week_End_Report_Date,Week_End_Report_Count,Confirmed_In_Facility,Confirmed_Out_Of_Facility,Presumed_In_Facility
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,710-F-063,OACF,ARCADIA RESIDENCE,04/06/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,240-F-876,OACF,PARK CREEK SENIOR LIVING COMMUNITY,04/06/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,000272,NH,ELDERWOOD AT LANCASTER,04/13/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,000278,NH,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT AURORA PARK, LLC",04/13/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,004474,NH,ELDERWOOD AT CHEEKTOWAGA,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000189,NH,THE GRAND REHABILITATION AND NURSING AT PAWLING,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,KINGS,001376,NH,SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION,04/13/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001364,NH,KING DAVID CENTER FOR NURSING AND REHABILITATION,04/13/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,04/13/2021,1,1,1,0
Metropolitan Area Regional Office - New York City,KINGS,002539,NH,MENORAH HOME & HOSPITAL FOR AGED & INFIRM,04/13/2021,2,0,2,0
Metropolitan Area Regional Office - New York City,KINGS,001403,NH,BORO PARK CENTER FOR REHABILITATION AND HEALTHCARE,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,BRONX,001212,NH,HEBREW HOME FOR THE AGED AT RIVERDALE,04/13/2021,2,2,0,0
Metropolitan Area Regional Office - New York City,BRONX,001225,NH,THE PLAZA REHAB AND NURSING CENTER,04/13/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000492,NH,EMERGE NURSING AND REHABILITATION AT GLEN COVE,04/13/2021,2,0,2,0
Metropolitan Area Regional Office - New York City,NEW YORK,001370,NH,THE RIVERSIDE,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,004066,NH,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,04/13/2021,2,1,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,003872,NH,WHITE OAKS REHABILITATION AND NURSING CENTER,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000949,NH,BROOKSIDE MULTICARE NURSING CENTER,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003928,NH,"BROOKHAVEN HEALTH CARE FACILITY, LLC",04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003765,NH,SALEM HILLS REHABILITATION AND NURSING CENTER,04/13/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007605,NH,THE GROVE AT VALHALLA REHABILITATION AND NURSING CENTER,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000780,NH,THE WILLOWS AT RAMAPO REHABILITATION AND NURSING CENTER,04/13/2021,1,0,1,0
Western Regional Office - Rochester,STEUBEN,000875,NH,STEUBEN CENTER FOR REHABILITATION AND HEALTHCARE,04/13/2021,1,0,1,0
Western Regional Office - Rochester,WAYNE,001029,NH,WAYNE HEALTH CARE,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,KINGS,331-E-030,OACF,NORWEGIAN CHRISTIAN HOME AND HEALTH CARE CENTER,04/13/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,BRONX,001212,NH,HEBREW HOME FOR THE AGED AT RIVERDALE,04/20/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,000282,NH,FIDDLERS GREEN MANOR REHABILITATION AND NURSING CENTER,04/20/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,000294,NH,GARDEN GATE HEALTH CARE FACILITY,04/20/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,002956,NH,"AUTUMN VIEW HEALTH CARE FACILITY, LLC",04/20/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,04/20/2021,1,1,0,0
Central New York Regional Office,JEFFERSON,009472,NH,"SAMARITAN SENIOR VILLAGE, INC.",04/20/2021,1,1,0,0
Western Regional Office - Buffalo,CHAUTAUQUA,002574,NH,HERITAGE GREEN REHAB & SKILLED NURSING,04/20/2021,3,3,0,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,04/20/2021,3,3,0,0
Western Regional Office - Buffalo,NIAGARA,001583,NH,NORTH GATE HEALTH CARE FACILITY,04/20/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,006037,NH,UNION PLAZA CARE CENTER,04/20/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,006312,NH,FULTON COMMONS CARE CENTER INC,04/20/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,004066,NH,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,04/20/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003989,NH,GURWIN JEWISH NURSING AND REHABILITATION CENTER,04/20/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001041,NH,CORTLANDT HEALTHCARE,04/20/2021,1,1,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003765,NH,SALEM HILLS REHABILITATION AND NURSING CENTER,04/20/2021,2,0,2,0
Metropolitan Area Regional Office - New York City,RICHMOND,001752,NH,"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",04/20/2021,1,1,0,0
Western Regional Office - Rochester,STEUBEN,001658,NH,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT THREE RIVERS, LLC",04/20/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001113,NH,"THE NEW JEWISH HOME, SARAH NEUMAN",04/27/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000780,NH,THE WILLOWS AT RAMAPO REHABILITATION AND NURSING CENTER,04/27/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,009136,NH,WOODLAND POND AT NEW PALTZ,04/27/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,04/27/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,005904,NH,QUEENS BOULEVARD EXTENDED CARE FACILITY,04/27/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,NEW YORK,001603,NH,"THE NEW JEWISH HOME, MANHATTAN",04/27/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000558,NH,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION,04/27/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000559,NH,"EXCEL AT WOODBURY FOR REHABILITATION AND NURSING, LLC",04/27/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,006312,NH,FULTON COMMONS CARE CENTER INC,04/27/2021,2,1,1,0
Metropolitan Area Regional Office - New York City,BRONX,001212,NH,HEBREW HOME FOR THE AGED AT RIVERDALE,04/27/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,000272,NH,ELDERWOOD AT LANCASTER,04/27/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,004898,NH,FATHER BAKER MANOR,04/27/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001406,NH,BENSONHURST CENTER FOR REHABILITATION AND HEALTHCARE,04/27/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,KINGS,004285,NH,HAMILTON PARK NURSING AND REHABILITATION CENTER,04/27/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,04/27/2021,1,0,1,0
Central New York Regional Office,JEFFERSON,009472,NH,"SAMARITAN SENIOR VILLAGE, INC.",04/27/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,BRONX,001225,NH,THE PLAZA REHAB AND NURSING CENTER,04/27/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,005538,NH,THE HIGHLANDS AT BRIGHTON,05/04/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,003182,NH,HIGHPOINTE ON MICHIGAN HEALTH CARE FACILITY,05/04/2021,1,1,0,0
Capital District Regional Office,COLUMBIA,000154,NH,THE GRAND REHABILITATION AND NURSING AT BARNWELL,05/04/2021,1,0,1,0
Western Regional Office - Buffalo,CHAUTAUQUA,000106,NH,HERITAGE PARK REHAB & SKILLED NURSING,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,BRONX,001212,NH,HEBREW HOME FOR THE AGED AT RIVERDALE,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,005904,NH,QUEENS BOULEVARD EXTENDED CARE FACILITY,05/04/2021,1,0,1,0
Western Regional Office - Buffalo,NIAGARA,001583,NH,NORTH GATE HEALTH CARE FACILITY,05/04/2021,2,1,1,0
Metropolitan Area Regional Office - New York City,NEW YORK,001585,NH,FORT TRYON CENTER FOR REHABILITATION AND NURSING,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,002544,NH,CAMPBELL HALL REHABILITATION CENTER INC,05/04/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000533,NH,BELAIR CARE CENTER INC,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000558,NH,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION,05/04/2021,1,2,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,004066,NH,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001069,NH,WESTCHESTER CENTER FOR REHABILITATION & NURSING,05/04/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,400-F-329,OACF,ATRIA PLAINVIEW,05/04/2021,1,0,1,0
Capital District Regional Office,RENSSELAER,000772,NH,DIAMOND HILL NURSING AND REHABILITATION CENTER,05/11/2021,1,1,0,0
Capital District Regional Office,MONTGOMERY,004107,NH,ST JOHNSVILLE REHABILITATION AND NURSING CENTER,05/11/2021,2,2,0,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,05/11/2021,2,2,0,0
Western Regional Office - Buffalo,NIAGARA,001583,NH,NORTH GATE HEALTH CARE FACILITY,05/11/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,NEW YORK,001603,NH,"THE NEW JEWISH HOME, MANHATTAN",05/11/2021,2,2,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000558,NH,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION,05/11/2021,1,0,1,0
Central New York Regional Office,ONONDAGA,000655,NH,ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,05/11/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,BRONX,001225,NH,THE PLAZA REHAB AND NURSING CENTER,05/11/2021,2,2,0,0
Western Regional Office - Rochester,MONROE,000446,NH,BRIGHTON MANOR,05/11/2021,1,0,1,0
Western Regional Office - Rochester,MONROE,000478,NH,PENFIELD PLACE,05/11/2021,1,0,2,0
Western Regional Office - Buffalo,ERIE,000300,NH,SENECA HEALTH CARE CENTER,05/11/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,003455,NH,"HARRIS HILL NURSING FACILITY, LLC",05/11/2021,1,2,0,0
Western Regional Office - Buffalo,ERIE,000254,NH,ELLICOTT CENTER FOR REHABILITATION AND NURSING,05/11/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,05/11/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001403,NH,BORO PARK CENTER FOR REHABILITATION AND HEALTHCARE,05/11/2021,1,0,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,004552,NH,LUXOR NURSING AND REHABILITATION AT SAYVILLE,05/11/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007605,NH,THE GROVE AT VALHALLA REHABILITATION AND NURSING CENTER,05/11/2021,1,0,1,0
Capital District Regional Office,SCHENECTADY,000843,NH,BAPTIST HEALTH NURSING AND REHABILITATION CENTER,05/11/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000934,NH,MOMENTUM AT SOUTH BAY FOR REHABILITATION AND NURSING,05/18/2021,1,1,0,0
Capital District Regional Office,SCHENECTADY,000843,NH,BAPTIST HEALTH NURSING AND REHABILITATION CENTER,05/18/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,000442,NH,ST JOHNS HEALTH CARE CORPORATION,05/18/2021,2,2,0,0
Capital District Regional Office,COLUMBIA,000154,NH,THE GRAND REHABILITATION AND NURSING AT BARNWELL,05/18/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,BRONX,001212,NH,HEBREW HOME FOR THE AGED AT RIVERDALE,05/18/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,BRONX,001227,NH,BAINBRIDGE NURSING & REHABILITATION CENTER,05/18/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,05/18/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,005904,NH,QUEENS BOULEVARD EXTENDED CARE FACILITY,05/18/2021,1,0,1,0
Western Regional Office - Buffalo,NIAGARA,000568,NH,LOCKPORT REHAB & HEALTH CARE CENTER,05/18/2021,1,1,0,0
Western Regional Office - Buffalo,NIAGARA,001583,NH,NORTH GATE HEALTH CARE FACILITY,05/18/2021,2,0,3,0
Metropolitan Area Regional Office - Long Island,NASSAU,400-F-329,OACF,ATRIA PLAINVIEW,05/18/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,05/25/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,000476,NH,ST ANNS COMMUNITY,05/25/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,000442,NH,ST JOHNS HEALTH CARE CORPORATION,05/25/2021,2,1,2,0
Western Regional Office - Rochester,MONROE,000446,NH,BRIGHTON MANOR,05/25/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001403,NH,BORO PARK CENTER FOR REHABILITATION AND HEALTHCARE,05/25/2021,1,0,1,0
Capital District Regional Office,COLUMBIA,000154,NH,THE GRAND REHABILITATION AND NURSING AT BARNWELL,05/25/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,000962,NH,ACHIEVE REHAB AND NURSING FACILITY,05/25/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007605,NH,THE GROVE AT VALHALLA REHABILITATION AND NURSING CENTER,05/25/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,000962,NH,ACHIEVE REHAB AND NURSING FACILITY,06/01/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,000479,NH,HILL HAVEN NURSING HOME,06/01/2021,1,1,0,0
Capital District Regional Office,COLUMBIA,000154,NH,THE GRAND REHABILITATION AND NURSING AT BARNWELL,06/01/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,BRONX,001218,NH,BETH ABRAHAM CENTER FOR REHABILITATION AND NURSING,06/01/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,370-S-841,AL,SEABURY WOODS,06/08/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,003012,NH,BUFFALO CENTER FOR REHABILITATION AND NURSING,06/08/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,06/08/2021,2,2,0,0
Central New York Regional Office,CORTLAND,000160,NH,CORTLAND PARK REHABILITATION AND NURSING CENTER,06/08/2021,2,2,1,0
Metropolitan Area Regional Office - New York City,KINGS,001376,NH,SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION,06/08/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,06/08/2021,1,1,0,0
Central New York Regional Office,ONONDAGA,000654,NH,CENTRAL PARK REHABILITATION AND NURSING CENTER,06/08/2021,1,0,2,0
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,000962,NH,ACHIEVE REHAB AND NURSING FACILITY,06/08/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000909,NH,SURGE REHABILITATION AND NURSING LLC,06/08/2021,1,1,0,0
Capital District Regional Office,SCHENECTADY,000843,NH,BAPTIST HEALTH NURSING AND REHABILITATION CENTER,06/08/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001078,NH,GLEN ISLAND CENTER FOR NURSING AND REHABILITATION,06/15/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,006384,NH,NEW YORK CENTER FOR REHABILITATION & NURSING,06/15/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,004066,NH,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,06/15/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,400-F-307,AL,THE ARBORS AT WESTBURY,06/22/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,06/22/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,BRONX,001225,NH,THE PLAZA REHAB AND NURSING CENTER,06/22/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,003374,NH,JEWISH HOME OF ROCHESTER,06/22/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,000633,NH,BUFFALO COMMUNITY HEALTHCARE CENTER,06/22/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,KINGS,002539,NH,MENORAH HOME & HOSPITAL FOR AGED & INFIRM,06/22/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,KINGS,001381,NH,"COBBLE HILL HEALTH CENTER, INC",06/22/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,06/22/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003765,NH,SALEM HILLS REHABILITATION AND NURSING CENTER,06/22/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001114,NH,SPRAIN BROOK MANOR REHAB,06/22/2021,1,0,1,0
Western Regional Office - Rochester,STEUBEN,001658,NH,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT THREE RIVERS, LLC",06/22/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,RICHMOND,004823,NH,RICHMOND CENTER FOR REHABILITATION AND SPECIALTY HEALTHCARE,06/29/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,06/29/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,07/06/2021,1,0,1,0
Western Regional Office - Rochester,MONROE,370-S-859,AL,THE VILLAGE AT MILL LANDING,07/13/2021,1,0,1,0
Western Regional Office - Rochester,MONROE,009337,NH,ST. JOHN'S PENFIELD HOMES,07/13/2021,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001401,NH,SEA CREST NURSING AND REHABILITATION CENTER,07/13/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003765,NH,SALEM HILLS REHABILITATION AND NURSING CENTER,07/20/2021,1,1,0,0
Capital District Regional Office,WARREN,001013,NH,ELDERWOOD AT NORTH CREEK,07/27/2021,1,3,0,0
Capital District Regional Office,RENSSELAER,007268,NH,EVERGREEN COMMONS REHABILITATION AND NURSING CENTER,07/27/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,07/27/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,08/03/2021,1,1,0,0
Central New York Regional Office,TOMPKINS,000983,NH,BEECHTREE CENTER FOR REHABILITATION AND NURSING,08/03/2021,1,0,1,0
Capital District Regional Office,WARREN,001013,NH,ELDERWOOD AT NORTH CREEK,08/03/2021,1,1,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006462,NH,MEDFORD MULTICARE CENTER FOR LIVING,08/10/2021,1,1,0,0
Capital District Regional Office,WARREN,001013,NH,ELDERWOOD AT NORTH CREEK,08/10/2021,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,005904,NH,QUEENS BOULEVARD EXTENDED CARE FACILITY,08/10/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,08/10/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,003872,NH,WHITE OAKS REHABILITATION AND NURSING CENTER,08/10/2021,1,1,0,0
Central New York Regional Office,ONEIDA,000606,NH,MASONIC CARE COMMUNITY OF NEW YORK,08/10/2021,1,1,0,0
Western Regional Office - Buffalo,ERIE,000296,NH,BROTHERS OF MERCY NURSING & REHABILITATION CENTER,08/10/2021,1,0,1,0
Western Regional Office - Rochester,MONROE,005716,NH,HIGHLANDS LIVING CENTER,08/10/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000201,NH,FISHKILL CENTER FOR REHABILITATION AND NURSING,08/10/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000186,NH,THE PINES AT POUGHKEEPSIE CENTER FOR NURSING & REHABILITATION,08/10/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000195,NH,THE BAPTIST HOME AT BROOKMEADE,08/10/2021,1,0,1,0
Central New York Regional Office,CHENANGO,000129,NH,CHENANGO MEMORIAL HOSPITAL INC SNF,08/10/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,003455,NH,"HARRIS HILL NURSING FACILITY, LLC",08/17/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000186,NH,THE PINES AT POUGHKEEPSIE CENTER FOR NURSING & REHABILITATION,08/17/2021,1,1,1,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000201,NH,FISHKILL CENTER FOR REHABILITATION AND NURSING,08/17/2021,1,1,1,0
Central New York Regional Office,BROOME,000050,NH,"BRIDGEWATER CENTER FOR REHABILITATION & NURSING, LLC",08/17/2021,1,0,1,0
Capital District Regional Office,RENSSELAER,007268,NH,EVERGREEN COMMONS REHABILITATION AND NURSING CENTER,08/17/2021,2,2,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000559,NH,"EXCEL AT WOODBURY FOR REHABILITATION AND NURSING, LLC",08/17/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,003872,NH,WHITE OAKS REHABILITATION AND NURSING CENTER,08/17/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003422,NH,ST CATHERINE OF SIENA NURSING AND REHABILITATION CARE CENTER,08/17/2021,1,0,1,0
Capital District Regional Office,WARREN,001013,NH,ELDERWOOD AT NORTH CREEK,08/24/2021,2,2,0,0
Capital District Regional Office,RENSSELAER,000761,NH,VAN RENSSELAER MANOR,08/24/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,002544,NH,CAMPBELL HALL REHABILITATION CENTER INC,08/24/2021,1,0,1,0
